file,speaker,label,numeric_label
8533.wav,Barack Obama,bona-fide,0
8534.wav,Winston Churchill,bona-fide,0
8535.wav,Milton Friedman,bona-fide,0
8536.wav,Ayn Rand,spoof,1
8537.wav,Nelson Mandela,spoof,1
8538.wav,Martin Luther King,bona-fide,0
8539.wav,Bernie Sanders,bona-fide,0
8540.wav,Ayn Rand,spoof,1
8541.wav,Barack Obama,bona-fide,0
8542.wav,Bill Clinton,bona-fide,0
8543.wav,Alec Guinness,bona-fide,0
8544.wav,Bill Clinton,spoof,1
8545.wav,Bernie Sanders,spoof,1
8546.wav,Donald Trump,bona-fide,0
8547.wav,Bernie Sanders,spoof,1
8548.wav,Donald Trump,bona-fide,0
8549.wav,Martin Luther King,bona-fide,0
8550.wav,Bernie Sanders,spoof,1
8551.wav,Arnold Schwarzenegger,spoof,1
8552.wav,Bob Ross,bona-fide,0
8553.wav,Nelson Mandela,spoof,1
8554.wav,Kamala Harris,bona-fide,0
8555.wav,Alec Guinness,spoof,1
8556.wav,Ronald Reagan,spoof,1
8557.wav,Alec Guinness,bona-fide,0
8558.wav,Ronald Reagan,bona-fide,0
8559.wav,Donald Trump,bona-fide,0
8560.wav,Bernie Sanders,bona-fide,0
8561.wav,Martin Luther King,bona-fide,0
8562.wav,Donald Trump,bona-fide,0
8563.wav,Barack Obama,bona-fide,0
8564.wav,Richard Nixon,bona-fide,0
8565.wav,Donald Trump,bona-fide,0
8566.wav,Bernie Sanders,spoof,1
8567.wav,The Notorious B.I.G.,spoof,1
8568.wav,Queen Elizabeth II,bona-fide,0
8569.wav,Barack Obama,bona-fide,0
8570.wav,Donald Trump,bona-fide,0
8571.wav,Donald Trump,bona-fide,0
8572.wav,Donald Trump,bona-fide,0
8573.wav,Barack Obama,bona-fide,0
8574.wav,Ayn Rand,spoof,1
8575.wav,Donald Trump,bona-fide,0
8576.wav,Ayn Rand,bona-fide,0
8577.wav,Alec Guinness,bona-fide,0
8578.wav,Ayn Rand,spoof,1
8579.wav,Donald Trump,bona-fide,0
8580.wav,Ronald Reagan,spoof,1
8581.wav,Alec Guinness,spoof,1
8582.wav,George Carlin,spoof,1
8583.wav,Barack Obama,bona-fide,0
8584.wav,Donald Trump,bona-fide,0
8585.wav,Bernie Sanders,spoof,1
8586.wav,Christopher Hitchens,bona-fide,0
8587.wav,Lyndon Johnson,bona-fide,0
8588.wav,Ayn Rand,spoof,1
8589.wav,Donald Trump,bona-fide,0
8590.wav,Ronald Reagan,spoof,1
8591.wav,Barack Obama,bona-fide,0
8592.wav,Ronald Reagan,bona-fide,0
8593.wav,Alec Guinness,bona-fide,0
8594.wav,Scarlett Johansson,spoof,1
8595.wav,FDR,spoof,1
8596.wav,Bernie Sanders,bona-fide,0
8597.wav,Lyndon Johnson,bona-fide,0
8598.wav,Malcolm X,bona-fide,0
8599.wav,FDR,spoof,1
8600.wav,Alan Watts,spoof,1
8601.wav,Alan Watts,spoof,1
8602.wav,Alec Guinness,spoof,1
8603.wav,Donald Trump,bona-fide,0
8604.wav,Martin Luther King,bona-fide,0
8605.wav,The Notorious B.I.G.,spoof,1
8606.wav,Ronald Reagan,spoof,1
8607.wav,Alec Guinness,spoof,1
8608.wav,Alec Guinness,spoof,1
8609.wav,Donald Trump,bona-fide,0
8610.wav,Donald Trump,spoof,1
8611.wav,Robert Kardashian,spoof,1
8612.wav,Barack Obama,bona-fide,0
8613.wav,Ayn Rand,bona-fide,0
8614.wav,Alec Guinness,bona-fide,0
8615.wav,Alec Guinness,bona-fide,0
8616.wav,Ayn Rand,bona-fide,0
8617.wav,JFK,bona-fide,0
8618.wav,Mitch Hedberg,bona-fide,0
8619.wav,Dwight Eisenhower,bona-fide,0
8620.wav,Winston Churchill,bona-fide,0
8621.wav,Ayn Rand,spoof,1
8622.wav,Ronald Reagan,spoof,1
8623.wav,Barack Obama,bona-fide,0
8624.wav,Barack Obama,bona-fide,0
8625.wav,Ayn Rand,bona-fide,0
8626.wav,2Pac,spoof,1
8627.wav,FDR,spoof,1
8628.wav,Ayn Rand,bona-fide,0
8629.wav,Donald Trump,bona-fide,0
8630.wav,Christopher Hitchens,bona-fide,0
8631.wav,Ayn Rand,spoof,1
8632.wav,Milton Friedman,bona-fide,0
8633.wav,Ronald Reagan,bona-fide,0
8634.wav,Queen Elizabeth II,spoof,1
8635.wav,JFK,spoof,1
8636.wav,Alec Guinness,bona-fide,0
8637.wav,Alec Guinness,bona-fide,0
8638.wav,Arnold Schwarzenegger,spoof,1
8639.wav,Richard Nixon,spoof,1
8640.wav,Ronald Reagan,spoof,1
8641.wav,Barack Obama,spoof,1
8642.wav,Bill Clinton,spoof,1
8643.wav,Donald Trump,bona-fide,0
8644.wav,Bill Clinton,bona-fide,0
8645.wav,Alec Guinness,spoof,1
8646.wav,Alec Guinness,bona-fide,0
8647.wav,Dwight Eisenhower,bona-fide,0
8648.wav,Winston Churchill,spoof,1
8649.wav,Winston Churchill,spoof,1
8650.wav,Alec Guinness,spoof,1
8651.wav,Barack Obama,bona-fide,0
8652.wav,Bernie Sanders,spoof,1
8653.wav,Donald Trump,bona-fide,0
8654.wav,Christopher Hitchens,spoof,1
8655.wav,Milton Friedman,spoof,1
8656.wav,Donald Trump,bona-fide,0
8657.wav,Queen Elizabeth II,spoof,1
8658.wav,Ayn Rand,spoof,1
8659.wav,Bernie Sanders,spoof,1
8660.wav,Donald Trump,bona-fide,0
8661.wav,Alec Guinness,bona-fide,0
8662.wav,Donald Trump,bona-fide,0
8663.wav,JFK,spoof,1
8664.wav,Alec Guinness,bona-fide,0
8665.wav,Christopher Hitchens,bona-fide,0
8666.wav,Jeff Goldblum,bona-fide,0
8667.wav,Martin Luther King,bona-fide,0
8668.wav,Barack Obama,spoof,1
8669.wav,Ayn Rand,spoof,1
8670.wav,Donald Trump,bona-fide,0
8671.wav,Alec Guinness,bona-fide,0
8672.wav,JFK,spoof,1
8673.wav,Mark Zuckerberg,spoof,1
8674.wav,Bob Ross,bona-fide,0
8675.wav,FDR,bona-fide,0
8676.wav,Alec Guinness,bona-fide,0
8677.wav,Christopher Hitchens,bona-fide,0
8678.wav,Alec Guinness,spoof,1
8679.wav,Donald Trump,bona-fide,0
8680.wav,Bernie Sanders,spoof,1
8681.wav,Mark Zuckerberg,bona-fide,0
8682.wav,Donald Trump,bona-fide,0
8683.wav,Donald Trump,bona-fide,0
8684.wav,Ronald Reagan,spoof,1
8685.wav,Norm MacDonald,bona-fide,0
8686.wav,The Notorious B.I.G.,spoof,1
8687.wav,Christopher Hitchens,bona-fide,0
8688.wav,Barack Obama,bona-fide,0
8689.wav,Bill Clinton,bona-fide,0
8690.wav,Ayn Rand,spoof,1
8691.wav,Donald Trump,bona-fide,0
8692.wav,Queen Elizabeth II,spoof,1
8693.wav,Alec Guinness,bona-fide,0
8694.wav,Winston Churchill,spoof,1
8695.wav,Milton Friedman,spoof,1
8696.wav,Christopher Hitchens,spoof,1
8697.wav,Ayn Rand,spoof,1
8698.wav,Norm MacDonald,bona-fide,0
8699.wav,Queen Elizabeth II,spoof,1
8700.wav,Martin Luther King,bona-fide,0
8701.wav,Orson Welles,spoof,1
8702.wav,Barack Obama,bona-fide,0
8703.wav,Kanye West,bona-fide,0
8704.wav,Robert Kardashian,bona-fide,0
8705.wav,Adam Driver,spoof,1
8706.wav,Donald Trump,bona-fide,0
8707.wav,Mark Zuckerberg,spoof,1
8708.wav,JFK,bona-fide,0
8709.wav,Richard Nixon,spoof,1
8710.wav,Ronald Reagan,spoof,1
8711.wav,Ronald Reagan,spoof,1
8712.wav,Barack Obama,bona-fide,0
8713.wav,JFK,bona-fide,0
8714.wav,2Pac,spoof,1
8715.wav,Barack Obama,bona-fide,0
8716.wav,Bill Clinton,bona-fide,0
8717.wav,Bernie Sanders,bona-fide,0
8718.wav,Alec Guinness,spoof,1
8719.wav,Ayn Rand,bona-fide,0
8720.wav,Ronald Reagan,spoof,1
8721.wav,The Notorious B.I.G.,spoof,1
8722.wav,Ayn Rand,bona-fide,0
8723.wav,Alec Guinness,bona-fide,0
8724.wav,Alec Guinness,bona-fide,0
8725.wav,Bernie Sanders,bona-fide,0
8726.wav,Bernie Sanders,spoof,1
8727.wav,Barack Obama,bona-fide,0
8728.wav,Bob Ross,bona-fide,0
8729.wav,Bernie Sanders,spoof,1
8730.wav,Barack Obama,bona-fide,0
8731.wav,The Notorious B.I.G.,spoof,1
8732.wav,Barack Obama,bona-fide,0
8733.wav,Ayn Rand,spoof,1
8734.wav,Ronald Reagan,spoof,1
8735.wav,Donald Trump,bona-fide,0
8736.wav,JFK,spoof,1
8737.wav,Mark Zuckerberg,bona-fide,0
8738.wav,Barack Obama,bona-fide,0
8739.wav,Alexandria Ocasio-Cortez,bona-fide,0
8740.wav,Alec Guinness,spoof,1
8741.wav,Nelson Mandela,spoof,1
8742.wav,Adam Driver,bona-fide,0
8743.wav,Mark Zuckerberg,bona-fide,0
8744.wav,Scarlett Johansson,spoof,1
8745.wav,Barack Obama,bona-fide,0
8746.wav,Barack Obama,bona-fide,0
8747.wav,Ayn Rand,spoof,1
8748.wav,Bill Clinton,bona-fide,0
8749.wav,Nelson Mandela,spoof,1
8750.wav,Gilbert Gottfried,bona-fide,0
8751.wav,Alan Watts,spoof,1
8752.wav,Donald Trump,spoof,1
8753.wav,Barack Obama,bona-fide,0
8754.wav,Ronald Reagan,spoof,1
8755.wav,Martin Luther King,bona-fide,0
8756.wav,George Carlin,bona-fide,0
8757.wav,Winston Churchill,bona-fide,0
8758.wav,Alec Guinness,spoof,1
8759.wav,Alexandria Ocasio-Cortez,spoof,1
8760.wav,Ayn Rand,bona-fide,0
8761.wav,Donald Trump,bona-fide,0
8762.wav,George Carlin,bona-fide,0
8763.wav,Barack Obama,spoof,1
8764.wav,Donald Trump,bona-fide,0
8765.wav,The Notorious B.I.G.,spoof,1
8766.wav,FDR,spoof,1
8767.wav,Orson Welles,spoof,1
8768.wav,Barack Obama,bona-fide,0
8769.wav,Donald Trump,bona-fide,0
8770.wav,Bernie Sanders,spoof,1
8771.wav,Bernie Sanders,bona-fide,0
8772.wav,Bill Clinton,bona-fide,0
8773.wav,Barack Obama,bona-fide,0
8774.wav,Alec Guinness,bona-fide,0
8775.wav,Donald Trump,bona-fide,0
8776.wav,Dwight Eisenhower,bona-fide,0
8777.wav,Alec Guinness,spoof,1
8778.wav,Alec Guinness,spoof,1
8779.wav,Barack Obama,spoof,1
8780.wav,Bernie Sanders,spoof,1
8781.wav,Bill Clinton,spoof,1
8782.wav,Milton Friedman,spoof,1
8783.wav,Bill Clinton,spoof,1
8784.wav,Donald Trump,bona-fide,0
8785.wav,Christopher Hitchens,spoof,1
8786.wav,Nick Offerman,spoof,1
8787.wav,Christopher Hitchens,spoof,1
8788.wav,Richard Nixon,bona-fide,0
8789.wav,Louis Farrakhan,bona-fide,0
8790.wav,Alexandria Ocasio-Cortez,bona-fide,0
8791.wav,Alec Guinness,spoof,1
8792.wav,Donald Trump,bona-fide,0
8793.wav,Barack Obama,bona-fide,0
8794.wav,Orson Welles,spoof,1
8795.wav,Barack Obama,bona-fide,0
8796.wav,Alexandria Ocasio-Cortez,spoof,1
8797.wav,Alec Guinness,spoof,1
8798.wav,Alec Guinness,spoof,1
8799.wav,Richard Nixon,spoof,1
8800.wav,Donald Trump,bona-fide,0
8801.wav,Bill Clinton,bona-fide,0
8802.wav,Barack Obama,spoof,1
8803.wav,Alec Guinness,spoof,1
8804.wav,Bernie Sanders,spoof,1
8805.wav,Donald Trump,bona-fide,0
8806.wav,Bill Clinton,bona-fide,0
8807.wav,Alec Guinness,bona-fide,0
8808.wav,George Carlin,bona-fide,0
8809.wav,Ronald Reagan,spoof,1
8810.wav,Alec Guinness,spoof,1
8811.wav,JFK,bona-fide,0
8812.wav,Milton Friedman,bona-fide,0
8813.wav,Alec Guinness,bona-fide,0
8814.wav,Alec Guinness,bona-fide,0
8815.wav,Ronald Reagan,spoof,1
8816.wav,Bill Clinton,spoof,1
8817.wav,Winston Churchill,spoof,1
8818.wav,Martin Luther King,bona-fide,0
8819.wav,Martin Luther King,bona-fide,0
8820.wav,Ayn Rand,spoof,1
8821.wav,Winston Churchill,spoof,1
8822.wav,Alec Guinness,spoof,1
8823.wav,Bill Clinton,bona-fide,0
8824.wav,Donald Trump,bona-fide,0
8825.wav,FDR,bona-fide,0
8826.wav,Barack Obama,bona-fide,0
8827.wav,Donald Trump,bona-fide,0
8828.wav,Barack Obama,bona-fide,0
8829.wav,Mark Zuckerberg,bona-fide,0
8830.wav,Richard Nixon,spoof,1
8831.wav,Barack Obama,bona-fide,0
8832.wav,Ayn Rand,spoof,1
8833.wav,Alec Guinness,spoof,1
8834.wav,Bernie Sanders,spoof,1
8835.wav,Bernie Sanders,spoof,1
8836.wav,Bob Ross,bona-fide,0
8837.wav,John Cleese,spoof,1
8838.wav,Alec Guinness,spoof,1
8839.wav,George W. Bush,spoof,1
8840.wav,Winston Churchill,bona-fide,0
8841.wav,Barack Obama,bona-fide,0
8842.wav,Alec Guinness,spoof,1
8843.wav,Barack Obama,spoof,1
8844.wav,Bernie Sanders,spoof,1
8845.wav,Winston Churchill,bona-fide,0
8846.wav,Queen Elizabeth II,bona-fide,0
8847.wav,Barack Obama,bona-fide,0
8848.wav,Alec Guinness,bona-fide,0
8849.wav,Barack Obama,bona-fide,0
8850.wav,Alec Guinness,bona-fide,0
8851.wav,Bill Clinton,spoof,1
8852.wav,Barack Obama,bona-fide,0
8853.wav,Alec Guinness,spoof,1
8854.wav,Bernie Sanders,bona-fide,0
8855.wav,JFK,bona-fide,0
8856.wav,Alec Guinness,spoof,1
8857.wav,The Notorious B.I.G.,spoof,1
8858.wav,Ayn Rand,bona-fide,0
8859.wav,Mr. Rogers,spoof,1
8860.wav,Barack Obama,bona-fide,0
8861.wav,JFK,bona-fide,0
8862.wav,Donald Trump,bona-fide,0
8863.wav,Donald Trump,bona-fide,0
8864.wav,Donald Trump,bona-fide,0
8865.wav,Christopher Hitchens,bona-fide,0
8866.wav,George W. Bush,bona-fide,0
8867.wav,Barack Obama,bona-fide,0
8868.wav,Queen Elizabeth II,spoof,1
8869.wav,Barack Obama,bona-fide,0
8870.wav,Alec Guinness,spoof,1
8871.wav,Christopher Hitchens,bona-fide,0
8872.wav,Ayn Rand,bona-fide,0
8873.wav,Bill Clinton,bona-fide,0
8874.wav,Mark Zuckerberg,spoof,1
8875.wav,Ronald Reagan,spoof,1
8876.wav,Ronald Reagan,spoof,1
8877.wav,Winston Churchill,spoof,1
8878.wav,Christopher Hitchens,bona-fide,0
8879.wav,FDR,bona-fide,0
8880.wav,Mark Zuckerberg,bona-fide,0
8881.wav,Alec Guinness,bona-fide,0
8882.wav,Richard Nixon,bona-fide,0
8883.wav,Barack Obama,bona-fide,0
8884.wav,Barack Obama,bona-fide,0
8885.wav,Ayn Rand,bona-fide,0
8886.wav,Bill Clinton,spoof,1
8887.wav,Bernie Sanders,bona-fide,0
8888.wav,Christopher Hitchens,bona-fide,0
8889.wav,Christopher Hitchens,bona-fide,0
8890.wav,Queen Elizabeth II,spoof,1
8891.wav,Gilbert Gottfried,bona-fide,0
8892.wav,Alec Guinness,spoof,1
8893.wav,Christopher Hitchens,bona-fide,0
8894.wav,Bernie Sanders,spoof,1
8895.wav,Donald Trump,bona-fide,0
8896.wav,Orson Welles,spoof,1
8897.wav,Alan Watts,bona-fide,0
8898.wav,JFK,bona-fide,0
8899.wav,Alec Guinness,bona-fide,0
8900.wav,Dwight Eisenhower,bona-fide,0
8901.wav,Milton Friedman,spoof,1
8902.wav,Louis Farrakhan,spoof,1
8903.wav,Bill Clinton,spoof,1
8904.wav,Ayn Rand,bona-fide,0
8905.wav,Alec Guinness,bona-fide,0
8906.wav,Christopher Hitchens,spoof,1
8907.wav,Donald Trump,bona-fide,0
8908.wav,Alec Guinness,bona-fide,0
8909.wav,George Carlin,bona-fide,0
8910.wav,Bernie Sanders,bona-fide,0
8911.wav,Ronald Reagan,spoof,1
8912.wav,Alec Guinness,spoof,1
8913.wav,Bernie Sanders,bona-fide,0
8914.wav,Ayn Rand,bona-fide,0
8915.wav,Winston Churchill,spoof,1
8916.wav,Ronald Reagan,bona-fide,0
8917.wav,Bernie Sanders,spoof,1
8918.wav,Queen Elizabeth II,spoof,1
8919.wav,The Notorious B.I.G.,spoof,1
8920.wav,Barack Obama,bona-fide,0
8921.wav,Richard Nixon,bona-fide,0
8922.wav,Barack Obama,bona-fide,0
8923.wav,Barack Obama,bona-fide,0
8924.wav,JFK,spoof,1
8925.wav,Alec Guinness,spoof,1
8926.wav,Ayn Rand,bona-fide,0
8927.wav,Bill Clinton,bona-fide,0
8928.wav,Ayn Rand,spoof,1
8929.wav,Barack Obama,bona-fide,0
8930.wav,Christopher Hitchens,bona-fide,0
8931.wav,Christopher Hitchens,bona-fide,0
8932.wav,John Cleese,bona-fide,0
8933.wav,Ayn Rand,bona-fide,0
8934.wav,Bill Burr,bona-fide,0
8935.wav,Alec Guinness,spoof,1
8936.wav,Mark Zuckerberg,bona-fide,0
8937.wav,Alec Guinness,spoof,1
8938.wav,Christopher Hitchens,bona-fide,0
8939.wav,Ayn Rand,spoof,1
8940.wav,Ayn Rand,bona-fide,0
8941.wav,Ayn Rand,spoof,1
8942.wav,Alexandria Ocasio-Cortez,bona-fide,0
8943.wav,Bernie Sanders,spoof,1
8944.wav,Alexandria Ocasio-Cortez,bona-fide,0
8945.wav,Ayn Rand,bona-fide,0
8946.wav,Ronald Reagan,bona-fide,0
8947.wav,Queen Elizabeth II,spoof,1
8948.wav,Barack Obama,bona-fide,0
8949.wav,Alec Guinness,spoof,1
8950.wav,Donald Trump,bona-fide,0
8951.wav,Donald Trump,bona-fide,0
8952.wav,Barack Obama,bona-fide,0
8953.wav,Donald Trump,bona-fide,0
8954.wav,Ayn Rand,bona-fide,0
8955.wav,Ayn Rand,bona-fide,0
8956.wav,Donald Trump,bona-fide,0
8957.wav,JFK,bona-fide,0
8958.wav,Queen Elizabeth II,bona-fide,0
8959.wav,Christopher Hitchens,bona-fide,0
8960.wav,Bernie Sanders,spoof,1
8961.wav,Barack Obama,bona-fide,0
8962.wav,Winston Churchill,spoof,1
8963.wav,Bill Burr,bona-fide,0
8964.wav,Barack Obama,bona-fide,0
8965.wav,FDR,bona-fide,0
8966.wav,Alec Guinness,spoof,1
8967.wav,The Notorious B.I.G.,spoof,1
8968.wav,Bernie Sanders,bona-fide,0
8969.wav,FDR,spoof,1
8970.wav,Lyndon Johnson,spoof,1
8971.wav,FDR,bona-fide,0
8972.wav,Ronald Reagan,bona-fide,0
8973.wav,Ayn Rand,bona-fide,0
8974.wav,Martin Luther King,spoof,1
8975.wav,The Notorious B.I.G.,spoof,1
8976.wav,Donald Trump,bona-fide,0
8977.wav,Louis Farrakhan,bona-fide,0
8978.wav,Bernie Sanders,bona-fide,0
8979.wav,Ronald Reagan,bona-fide,0
8980.wav,Bernie Sanders,bona-fide,0
8981.wav,Bernie Sanders,bona-fide,0
8982.wav,Alec Guinness,bona-fide,0
8983.wav,Ayn Rand,bona-fide,0
8984.wav,Donald Trump,bona-fide,0
8985.wav,Winston Churchill,bona-fide,0
8986.wav,Martin Luther King,spoof,1
8987.wav,Bernie Sanders,bona-fide,0
8988.wav,Donald Trump,bona-fide,0
8989.wav,Dwight Eisenhower,spoof,1
8990.wav,Barack Obama,bona-fide,0
8991.wav,Christopher Hitchens,spoof,1
8992.wav,Jeff Goldblum,bona-fide,0
8993.wav,Milton Friedman,spoof,1
8994.wav,Barack Obama,bona-fide,0
8995.wav,Milton Friedman,bona-fide,0
8996.wav,Ronald Reagan,spoof,1
8997.wav,Alec Guinness,bona-fide,0
8998.wav,Mark Zuckerberg,bona-fide,0
8999.wav,Alan Watts,bona-fide,0
9000.wav,Alec Guinness,spoof,1
9001.wav,Alec Guinness,bona-fide,0
9002.wav,Robert Kardashian,bona-fide,0
9003.wav,Orson Welles,spoof,1
9004.wav,Alec Guinness,spoof,1
9005.wav,Bill Clinton,bona-fide,0
9006.wav,Barack Obama,bona-fide,0
9007.wav,Bill Clinton,spoof,1
9008.wav,Bill Burr,bona-fide,0
9009.wav,Martin Luther King,bona-fide,0
9010.wav,Dwight Eisenhower,bona-fide,0
9011.wav,Martin Luther King,spoof,1
9012.wav,Alec Guinness,spoof,1
9013.wav,Bernie Sanders,spoof,1
9014.wav,Ayn Rand,bona-fide,0
9015.wav,Arnold Schwarzenegger,bona-fide,0
9016.wav,Louis C.K.,spoof,1
9017.wav,Alec Guinness,spoof,1
9018.wav,Nelson Mandela,spoof,1
9019.wav,Christopher Hitchens,bona-fide,0
9020.wav,Ayn Rand,spoof,1
9021.wav,Donald Trump,bona-fide,0
9022.wav,Barack Obama,bona-fide,0
9023.wav,Bill Clinton,bona-fide,0
9024.wav,Alan Watts,spoof,1
9025.wav,Bill Clinton,spoof,1
9026.wav,Ayn Rand,bona-fide,0
9027.wav,Queen Elizabeth II,bona-fide,0
9028.wav,Donald Trump,bona-fide,0
9029.wav,Donald Trump,bona-fide,0
9030.wav,Barack Obama,bona-fide,0
9031.wav,George W. Bush,spoof,1
9032.wav,Donald Trump,bona-fide,0
9033.wav,Barack Obama,bona-fide,0
9034.wav,The Notorious B.I.G.,spoof,1
9035.wav,Donald Trump,bona-fide,0
9036.wav,Ronald Reagan,spoof,1
9037.wav,Bernie Sanders,bona-fide,0
9038.wav,Boris Johnson,bona-fide,0
9039.wav,Bill Clinton,bona-fide,0
9040.wav,Ronald Reagan,spoof,1
9041.wav,Donald Trump,bona-fide,0
9042.wav,Alec Guinness,bona-fide,0
9043.wav,Alec Guinness,bona-fide,0
9044.wav,Bill Clinton,bona-fide,0
9045.wav,Barack Obama,bona-fide,0
9046.wav,Queen Elizabeth II,bona-fide,0
9047.wav,Barack Obama,bona-fide,0
9048.wav,Ronald Reagan,bona-fide,0
9049.wav,Bernie Sanders,spoof,1
9050.wav,Bill Burr,spoof,1
9051.wav,Bob Ross,spoof,1
9052.wav,The Notorious B.I.G.,spoof,1
9053.wav,Ronald Reagan,spoof,1
9054.wav,Donald Trump,bona-fide,0
9055.wav,Bernie Sanders,bona-fide,0
9056.wav,Barack Obama,bona-fide,0
9057.wav,Barack Obama,bona-fide,0
9058.wav,Martin Luther King,spoof,1
9059.wav,Frank Sinatra,spoof,1
9060.wav,Donald Trump,bona-fide,0
9061.wav,Ayn Rand,spoof,1
9062.wav,Bernie Sanders,bona-fide,0
9063.wav,Donald Trump,bona-fide,0
9064.wav,Bill Clinton,bona-fide,0
9065.wav,Barack Obama,bona-fide,0
9066.wav,Arnold Schwarzenegger,bona-fide,0
9067.wav,Bernie Sanders,bona-fide,0
9068.wav,Bill Clinton,bona-fide,0
9069.wav,Barack Obama,bona-fide,0
9070.wav,Ronald Reagan,spoof,1
9071.wav,Alec Guinness,spoof,1
9072.wav,Louis Farrakhan,bona-fide,0
9073.wav,Kamala Harris,bona-fide,0
9074.wav,Bill Clinton,bona-fide,0
9075.wav,Ayn Rand,bona-fide,0
9076.wav,Barack Obama,bona-fide,0
9077.wav,Donald Trump,spoof,1
9078.wav,Mr. Rogers,bona-fide,0
9079.wav,Harry Truman,spoof,1
9080.wav,Barack Obama,bona-fide,0
9081.wav,Christopher Hitchens,bona-fide,0
9082.wav,Bill Clinton,spoof,1
9083.wav,Lyndon Johnson,bona-fide,0
9084.wav,Gilbert Gottfried,spoof,1
9085.wav,Ronald Reagan,spoof,1
9086.wav,Bernie Sanders,spoof,1
9087.wav,Barack Obama,bona-fide,0
9088.wav,Bernie Sanders,spoof,1
9089.wav,Dwight Eisenhower,bona-fide,0
9090.wav,Adam Driver,spoof,1
9091.wav,Bernie Sanders,bona-fide,0
9092.wav,Bill Clinton,bona-fide,0
9093.wav,Bernie Sanders,bona-fide,0
9094.wav,Donald Trump,bona-fide,0
9095.wav,Alec Guinness,bona-fide,0
9096.wav,Bernie Sanders,spoof,1
9097.wav,Winston Churchill,bona-fide,0
9098.wav,Bill Clinton,bona-fide,0
9099.wav,Donald Trump,bona-fide,0
9100.wav,Nick Offerman,bona-fide,0
9101.wav,Ronald Reagan,bona-fide,0
9102.wav,Donald Trump,bona-fide,0
9103.wav,Bill Clinton,bona-fide,0
9104.wav,Barack Obama,bona-fide,0
9105.wav,Christopher Hitchens,spoof,1
9106.wav,Barack Obama,bona-fide,0
9107.wav,Tucker Carlson,bona-fide,0
9108.wav,Ayn Rand,spoof,1
9109.wav,Donald Trump,bona-fide,0
9110.wav,Barack Obama,bona-fide,0
9111.wav,Bernie Sanders,spoof,1
9112.wav,Milton Friedman,spoof,1
9113.wav,Bill Clinton,bona-fide,0
9114.wav,Donald Trump,bona-fide,0
9115.wav,Ronald Reagan,bona-fide,0
9116.wav,Bill Clinton,bona-fide,0
9117.wav,Orson Welles,bona-fide,0
9118.wav,Martin Luther King,bona-fide,0
9119.wav,Ayn Rand,spoof,1
9120.wav,Barack Obama,bona-fide,0
9121.wav,Ronald Reagan,spoof,1
9122.wav,Donald Trump,bona-fide,0
9123.wav,Winston Churchill,bona-fide,0
9124.wav,George W. Bush,spoof,1
9125.wav,Donald Trump,bona-fide,0
9126.wav,Dwight Eisenhower,bona-fide,0
9127.wav,Donald Trump,bona-fide,0
9128.wav,Ayn Rand,bona-fide,0
9129.wav,Bill Clinton,spoof,1
9130.wav,Alan Watts,spoof,1
9131.wav,William F. Buckley,spoof,1
9132.wav,Barack Obama,bona-fide,0
9133.wav,Barack Obama,bona-fide,0
9134.wav,Alec Guinness,spoof,1
9135.wav,Ayn Rand,bona-fide,0
9136.wav,Arnold Schwarzenegger,bona-fide,0
9137.wav,Donald Trump,bona-fide,0
9138.wav,Milton Friedman,bona-fide,0
9139.wav,Ayn Rand,bona-fide,0
9140.wav,Alec Guinness,bona-fide,0
9141.wav,Winston Churchill,bona-fide,0
9142.wav,Ayn Rand,spoof,1
9143.wav,Barack Obama,bona-fide,0
9144.wav,Winston Churchill,bona-fide,0
9145.wav,Barack Obama,bona-fide,0
9146.wav,Bernie Sanders,bona-fide,0
9147.wav,Bill Clinton,spoof,1
9148.wav,Donald Trump,bona-fide,0
9149.wav,Alan Watts,spoof,1
9150.wav,Ayn Rand,spoof,1
9151.wav,Barack Obama,spoof,1
9152.wav,Barack Obama,bona-fide,0
9153.wav,Milton Friedman,spoof,1
9154.wav,Bob Ross,spoof,1
9155.wav,Donald Trump,bona-fide,0
9156.wav,Mark Zuckerberg,bona-fide,0
9157.wav,Scarlett Johansson,bona-fide,0
9158.wav,The Notorious B.I.G.,spoof,1
9159.wav,Bernie Sanders,spoof,1
9160.wav,Alec Guinness,spoof,1
9161.wav,Ayn Rand,bona-fide,0
9162.wav,George Carlin,spoof,1
9163.wav,Ayn Rand,spoof,1
9164.wav,Bernie Sanders,spoof,1
9165.wav,Alec Guinness,bona-fide,0
9166.wav,Bernie Sanders,spoof,1
9167.wav,Barack Obama,bona-fide,0
9168.wav,Bill Clinton,spoof,1
9169.wav,Barack Obama,bona-fide,0
9170.wav,Bernie Sanders,spoof,1
9171.wav,Ronald Reagan,spoof,1
9172.wav,Ronald Reagan,spoof,1
9173.wav,The Notorious B.I.G.,spoof,1
9174.wav,Nelson Mandela,spoof,1
9175.wav,Bill Clinton,bona-fide,0
9176.wav,Bernie Sanders,bona-fide,0
9177.wav,Ayn Rand,spoof,1
9178.wav,Queen Elizabeth II,spoof,1
9179.wav,Mark Zuckerberg,bona-fide,0
9180.wav,George W. Bush,spoof,1
9181.wav,Alec Guinness,spoof,1
9182.wav,Ayn Rand,bona-fide,0
9183.wav,Ronald Reagan,bona-fide,0
9184.wav,Alec Guinness,bona-fide,0
9185.wav,Donald Trump,bona-fide,0
9186.wav,Barack Obama,bona-fide,0
